text,label
"This chair was terrible, not worth the price at all.",0
"The printer is exactly what I hoped for, I would definitely recommend it.",2
"This tool is similar to other options, no complaints or praise really.",1
"The quality of this mattress is superb, exactly what I needed.",2
"The printer failed to meet even basic expectations, worst purchase I've made.",0
"The camera made everything so much easier, I would definitely recommend it.",2
"The keyboard is a decent choice, nothing more nothing less.",1
"This online store failed to meet even basic expectations, total failure, do not buy.",0
"The restaurant arrived damaged, and a complete waste of money.",0
"The quality of the hotel is poor, I regret this purchase.",0
"This chair does the job, no complaints or praise really.",1
"The watch is exactly what I hoped for, I'm extremely pleased with it.",2
"The quality of this course platform is superb, couldn't be happier with the result.",2
"I regret ever buying this game, very unsatisfied overall.",0
"The speaker performs better than I imagined, it works perfectly every time.",2
"This umbrella was late and broken, completely unusable.",0
"I'm frustrated with the customer support, and a complete waste of money.",0
"I'm impressed by this course, I would definitely recommend it.",2
"This tool is neither impressive nor bad, nothing more nothing less.",1
"I love this course platform, it's outstanding overall.",2
"The package performs better than I imagined, absolutely fantastic experience.",2
"The quality of this jacket is poor, and a complete waste of money.",0
"The keyboard made everything so much easier, I'm extremely pleased with it.",2
"The printer is an average option, average performance overall.",1
"I'm frustrated with the gym membership, nothing works properly.",0
"This backpack works fine for basic needs, meets basic requirements.",1
"The customer support works fine for basic needs, for what it offers.",1
"I have mixed feelings about this jacket, average performance overall.",1
"I'm so happy with this course, couldn't be happier with the result.",2
"The quality of the bicycle is superb, and I'm very satisfied.",2
"This tablet is awful, not worth the price at all.",0
"This movie is exactly what I hoped for, and I'm very satisfied.",2
"I'm impressed by the shoes, exactly what I needed.",2
"The hotel does the job, meets basic requirements.",1
"The service performs better than I imagined, I would definitely recommend it.",2
"This backpack does the job, standard packaging and delivery.",1
"I had a horrible experience with the hotel, not worth the price at all.",0
"I love the watch, best purchase I've made this year.",2
"The gym membership was a complete letdown, very unsatisfied overall.",0
"The headphones is neither impressive nor bad, standard packaging and delivery.",1
"This jacket is awful, nothing works properly.",0
"The gym membership is amazing, it's outstanding overall.",2
"The package is fantastic, I'm extremely pleased with it.",2
"The bicycle was late and broken, worst purchase I've made.",0
"I have mixed feelings about the vacuum cleaner, no surprises here.",1
"The keyboard does the job, it's just average.",1
"This jacket is okay, standard packaging and delivery.",1
"The monitor is useless, very unsatisfied overall.",0
"I'm very disappointed with this laptop, and a complete waste of money.",0
"This movie is an average option, average performance overall.",1
"I'm impressed by this app, it's outstanding overall.",2
"I'm so happy with this online store, it's outstanding overall.",2
"The phone arrived quickly and works flawlessly, it works perfectly every time.",2
"The customer support stopped working after one day, completely unusable.",0
"I'm frustrated with this book, nothing works properly.",0
"The package was a complete letdown, support ignored me completely.",0
"The car works like a charm, couldn't be happier with the result.",2
"The monitor exceeded my expectations, best purchase I've made this year.",2
"This course exceeded my expectations, it works perfectly every time.",2
"I received the bicycle on time, meets basic requirements.",1
"The printer is exactly what I hoped for, couldn't be happier with the result.",2
"This software is exactly what I hoped for, couldn't be happier with the result.",2
"This product works fine for basic needs, nothing more nothing less.",1
"The delivery exceeded my expectations, and I'm very satisfied.",2
"I'm very disappointed with this subscription, very unsatisfied overall.",0
"This mattress performs better than I imagined, couldn't be happier with the result.",2
"I love the gym membership, and I'm very satisfied.",2
"I have mixed feelings about this umbrella, no complaints or praise really.",1
"I can't stop recommending this blender, it's outstanding overall.",2
"I'm very disappointed with the speaker, and a complete waste of money.",0
"This backpack is awful, I regret this purchase.",0
"This online store works like a charm, it's outstanding overall.",2
"The gym membership made everything so much easier, I'm extremely pleased with it.",2
"I had a horrible experience with this umbrella, nothing works properly.",0
"The speaker is an average option, nothing special about it.",1
"The watch is neither impressive nor bad, for what it offers.",1
"I had a horrible experience with the headphones, and a complete waste of money.",0
"The quality of this course is poor, nothing works properly.",0
"I can't stop recommending this jacket, it's outstanding overall.",2
"This tablet was late and broken, worst purchase I've made.",0
"This tablet performs adequately, no complaints or praise really.",1
"I received this backpack on time, for what it offers.",1
"This movie is amazing, best purchase I've made this year.",2
"This course platform works fine for basic needs, it's just average.",1
"This backpack is awful, support ignored me completely.",0
"The price of this blender is reasonable, meets basic requirements.",1
"This book failed to meet even basic expectations, worst purchase I've made.",0
"This product arrived damaged, total failure, do not buy.",0
"This online store failed to meet even basic expectations, not worth the price at all.",0
"The watch didn't work at all, not worth the price at all.",0
"I can't stop recommending the camera, couldn't be happier with the result.",2
"This subscription is exactly what I hoped for, best purchase I've made this year.",2
"This movie is okay, it's fine for everyday use.",1
"The router failed to meet even basic expectations, worst purchase I've made.",0
"The quality of the shoes is superb, it's outstanding overall.",2
"I love the monitor, it works perfectly every time.",2
"The quality of the shoes is superb, totally worth every penny.",2
"The gym membership arrived as ordered, no surprises here.",1
"The watch was really great, totally worth every penny.",2
"This course platform was late and broken, not worth the price at all.",0
"This jacket was a complete letdown, very unsatisfied overall.",0
"This course performs better than I imagined, absolutely fantastic experience.",2
"The quality of this subscription is poor, not worth the price at all.",0
"I had a horrible experience with this umbrella, not worth the price at all.",0
"I received this movie on time, no complaints or praise really.",1
"This backpack does the job, nothing special about it.",1
"The phone arrived quickly and works flawlessly, couldn't be happier with the result.",2
"The keyboard is an average option, nothing special about it.",1
"The restaurant performs better than I imagined, best purchase I've made this year.",2
"I can't stop recommending this charger, it's outstanding overall.",2
"The hotel performs better than I imagined, and I'm very satisfied.",2
"The printer performs better than I imagined, I would definitely recommend it.",2
"The router was terrible, very unsatisfied overall.",0
"This app is amazing, absolutely fantastic experience.",2
"The car does the job, average performance overall.",1
"This software works fine for basic needs, no complaints or praise really.",1
"The speaker is low quality, very unsatisfied overall.",0
"The restaurant is fine, standard packaging and delivery.",1
"The shoes exceeded my expectations, I would definitely recommend it.",2
"This mattress is okay, meets basic requirements.",1
"I'm frustrated with this product, nothing works properly.",0
"I love the router, exactly what I needed.",2
"I'm so happy with the camera, it's outstanding overall.",2
"I received the keyboard on time, no surprises here.",1
"I'm so happy with the monitor, absolutely fantastic experience.",2
"I'm so happy with this course, and I'm very satisfied.",2
"I'm frustrated with the shoes, very unsatisfied overall.",0
"The keyboard was a complete letdown, completely unusable.",0
"The bicycle is a decent choice, for what it offers.",1
"The shoes performs adequately, no complaints or praise really.",1
"The car is fine, average performance overall.",1
"The quality of this movie is superb, I would definitely recommend it.",2
"This laptop works like a charm, and I'm very satisfied.",2
"The price of the watch is reasonable, meets basic requirements.",1
"I have mixed feelings about the printer, meets basic requirements.",1
"The gym membership exceeded my expectations, I would definitely recommend it.",2
"I'm so happy with this jacket, couldn't be happier with the result.",2
"The price of the hotel is reasonable, standard packaging and delivery.",1
"This course works as expected, meets basic requirements.",1
"This blender exceeded my expectations, absolutely fantastic experience.",2
"This laptop exceeded my expectations, exactly what I needed.",2
"This course platform is amazing, I would definitely recommend it.",2
"The delivery arrived quickly and works flawlessly, exactly what I needed.",2
"The watch works like a charm, absolutely fantastic experience.",2
"I have mixed feelings about the restaurant, nothing more nothing less.",1
"I can't stop recommending the customer support, exactly what I needed.",2
"I'm so happy with this umbrella, I would definitely recommend it.",2
"The delivery is fine, standard packaging and delivery.",1
"This charger has excellent quality, absolutely fantastic experience.",2
"The hotel matched the description, nothing special about it.",1
"The vacuum cleaner has excellent quality, I would definitely recommend it.",2
"I can't stop recommending this chair, absolutely fantastic experience.",2
"The bicycle arrived damaged, completely unusable.",0
"I had a horrible experience with this blender, very upsetting experience.",0
"I'm very disappointed with the monitor, support ignored me completely.",0
"This tablet stopped working after one day, completely unusable.",0
"I'm impressed by the router, it's outstanding overall.",2
"This movie is useless, nothing works properly.",0
"The hotel works fine for basic needs, no complaints or praise really.",1
"The printer has excellent quality, totally worth every penny.",2
"I received this course on time, nothing more nothing less.",1
"The speaker is a decent choice, nothing more nothing less.",1
"I'm very disappointed with the customer support, and a complete waste of money.",0
"The printer works as expected, for what it offers.",1
"I had a horrible experience with the speaker, not worth the price at all.",0
"This charger failed to meet even basic expectations, nothing works properly.",0
"I have mixed feelings about the service, nothing more nothing less.",1
"I had a horrible experience with the watch, total failure, do not buy.",0
"This tool is amazing, it works perfectly every time.",2
"The quality of the service is poor, I regret this purchase.",0
"I love this mattress, I would definitely recommend it.",2
"The camera was really great, and I'm very satisfied.",2
"I have mixed feelings about this subscription, average performance overall.",1
"This tool performs better than I imagined, exactly what I needed.",2
"This jacket works fine for basic needs, it's just average.",1
"The monitor didn't work at all, nothing works properly.",0
"This umbrella performs adequately, standard packaging and delivery.",1
"This umbrella is okay, it's just average.",1
"I'm impressed by the phone, best purchase I've made this year.",2
"The hotel stopped working after one day, completely unusable.",0
"The customer support arrived as ordered, nothing more nothing less.",1
"I had a horrible experience with this product, nothing works properly.",0
"The bicycle is low quality, and a complete waste of money.",0
"The bicycle performs adequately, it's fine for everyday use.",1
"I love the watch, it's outstanding overall.",2
"I'm so happy with this product, it works perfectly every time.",2
"The monitor was a complete letdown, worst purchase I've made.",0
"I'm very disappointed with the router, very upsetting experience.",0
"The watch is useless, support ignored me completely.",0
"This book works like a charm, I'm extremely pleased with it.",2
"This online store didn't work at all, completely unusable.",0
"This chair is similar to other options, it's just average.",1
"This online store arrived damaged, support ignored me completely.",0
"I regret ever buying the keyboard, nothing works properly.",0
"The monitor is an average option, standard packaging and delivery.",1
"The customer support is fine, no complaints or praise really.",1
"The keyboard arrived damaged, very unsatisfied overall.",0
"This subscription exceeded my expectations, absolutely fantastic experience.",2
"The service arrived as ordered, nothing special about it.",1
"The router arrived quickly and works flawlessly, couldn't be happier with the result.",2
"The monitor is fine, standard packaging and delivery.",1
"This chair was late and broken, I regret this purchase.",0
"This jacket was a complete letdown, very upsetting experience.",0
"I'm impressed by the car, I'm extremely pleased with it.",2
"This subscription is low quality, worst purchase I've made.",0
"This laptop arrived damaged, worst purchase I've made.",0
"I love this subscription, best purchase I've made this year.",2
"The bicycle didn't work at all, nothing works properly.",0
"This tool does the job, standard packaging and delivery.",1
"The price of this tablet is reasonable, standard packaging and delivery.",1
"The shoes is low quality, completely unusable.",0
"I'm so happy with this book, absolutely fantastic experience.",2
"The shoes failed to meet even basic expectations, and a complete waste of money.",0
"This chair was terrible, total failure, do not buy.",0
"This blender performs adequately, it's fine for everyday use.",1
"I can't stop recommending this online store, couldn't be happier with the result.",2
"This course platform made everything so much easier, totally worth every penny.",2
"The service is okay, average performance overall.",1
"The restaurant arrived damaged, I regret this purchase.",0
"This game was late and broken, and a complete waste of money.",0
"The customer support is useless, support ignored me completely.",0
"The bicycle performs better than I imagined, I'm extremely pleased with it.",2
"The price of the hotel is reasonable, it's fine for everyday use.",1
"The delivery is fine, for what it offers.",1
"The camera is fine, standard packaging and delivery.",1
"This product is amazing, absolutely fantastic experience.",2
"The hotel is amazing, couldn't be happier with the result.",2
"The vacuum cleaner is neither impressive nor bad, meets basic requirements.",1
"This backpack is amazing, and I'm very satisfied.",2
"The speaker didn't work at all, not worth the price at all.",0
"This course platform is low quality, worst purchase I've made.",0
"This tool is a decent choice, nothing special about it.",1
"The vacuum cleaner is useless, very upsetting experience.",0
"I have mixed feelings about the service, average performance overall.",1
"This blender is neither impressive nor bad, nothing more nothing less.",1
"The phone made everything so much easier, couldn't be happier with the result.",2
"The package was late and broken, not worth the price at all.",0
"I regret ever buying this course platform, worst purchase I've made.",0
"The camera is amazing, totally worth every penny.",2
"This jacket is awful, support ignored me completely.",0
"This course platform does the job, standard packaging and delivery.",1
"The vacuum cleaner didn't work at all, and a complete waste of money.",0
"This course platform is a decent choice, meets basic requirements.",1
"The printer was really great, it works perfectly every time.",2
"The camera has excellent quality, it works perfectly every time.",2
"The customer support stopped working after one day, support ignored me completely.",0
"This game is a decent choice, standard packaging and delivery.",1
"I received this blender on time, no surprises here.",1
"The camera was late and broken, nothing works properly.",0
"I'm frustrated with this online store, not worth the price at all.",0
"This app works fine for basic needs, it's just average.",1
"This product is neither impressive nor bad, it's just average.",1
"The price of the camera is reasonable, nothing special about it.",1
"The headphones is useless, not worth the price at all.",0
"The service made everything so much easier, it's outstanding overall.",2
"This game is neither impressive nor bad, average performance overall.",1
"The camera exceeded my expectations, totally worth every penny.",2
"This subscription is an average option, standard packaging and delivery.",1
"I'm very disappointed with the headphones, not worth the price at all.",0
"I regret ever buying the phone, very unsatisfied overall.",0
"I can't stop recommending the monitor, I'm extremely pleased with it.",2
"The camera made everything so much easier, it's outstanding overall.",2
"The package performs better than I imagined, I would definitely recommend it.",2
"The router was a complete letdown, very unsatisfied overall.",0
"This tablet works like a charm, and I'm very satisfied.",2
"This backpack is okay, it's fine for everyday use.",1
"I'm very disappointed with this online store, support ignored me completely.",0
"I'm very disappointed with the car, not worth the price at all.",0
"This tablet does the job, it's just average.",1
"This umbrella is fine, standard packaging and delivery.",1
"The restaurant was terrible, and a complete waste of money.",0
"The printer is awful, very upsetting experience.",0
"The bicycle exceeded my expectations, best purchase I've made this year.",2
"This course platform works as expected, for what it offers.",1
"This online store does the job, standard packaging and delivery.",1
"The watch works fine for basic needs, nothing more nothing less.",1
"The price of the keyboard is reasonable, it's fine for everyday use.",1
"The phone is low quality, total failure, do not buy.",0
"The price of this tablet is reasonable, nothing special about it.",1
"The car arrived as ordered, average performance overall.",1
"The vacuum cleaner arrived damaged, total failure, do not buy.",0
"This product arrived damaged, nothing works properly.",0
"I have mixed feelings about this tool, it's just average.",1
"The camera is awful, I regret this purchase.",0
"This product works like a charm, it's outstanding overall.",2
"I had a horrible experience with this jacket, I regret this purchase.",0
"This product made everything so much easier, couldn't be happier with the result.",2
"This app is fantastic, it works perfectly every time.",2
"The camera exceeded my expectations, I would definitely recommend it.",2
"I regret ever buying this blender, completely unusable.",0
"The camera matched the description, standard packaging and delivery.",1
"The restaurant works as expected, it's fine for everyday use.",1
"I had a horrible experience with this backpack, I regret this purchase.",0
"I can't stop recommending this subscription, I'm extremely pleased with it.",2
"This book made everything so much easier, it's outstanding overall.",2
"The camera is amazing, exactly what I needed.",2
"This charger is okay, no surprises here.",1
"This laptop works like a charm, couldn't be happier with the result.",2
"The printer arrived quickly and works flawlessly, I would definitely recommend it.",2
"This backpack works as expected, it's fine for everyday use.",1
"This online store didn't work at all, nothing works properly.",0
"This software arrived damaged, total failure, do not buy.",0
"I'm so happy with the watch, best purchase I've made this year.",2
"The car is exactly what I hoped for, I'm extremely pleased with it.",2
"The car made everything so much easier, I would definitely recommend it.",2
"This subscription performs better than I imagined, and I'm very satisfied.",2
"The package performs better than I imagined, it works perfectly every time.",2
"This online store has excellent quality, exactly what I needed.",2
"I had a horrible experience with this book, not worth the price at all.",0
"The car arrived as ordered, it's just average.",1
"This course platform is neither impressive nor bad, meets basic requirements.",1
"The watch was really great, it works perfectly every time.",2
"I'm frustrated with this mattress, nothing works properly.",0
"This charger is low quality, total failure, do not buy.",0
"The gym membership is a decent choice, it's just average.",1
"I love this mattress, and I'm very satisfied.",2
"I'm impressed by this tool, it works perfectly every time.",2
"This app is similar to other options, for what it offers.",1
"This umbrella is useless, support ignored me completely.",0
"The quality of the package is poor, very upsetting experience.",0
"I'm so happy with this product, it's outstanding overall.",2
"This software didn't work at all, very upsetting experience.",0
"This online store was late and broken, support ignored me completely.",0
"I love this game, and I'm very satisfied.",2
"The customer support is neither impressive nor bad, meets basic requirements.",1
"The monitor is fantastic, I'm extremely pleased with it.",2
"The phone works like a charm, exactly what I needed.",2
"This app is okay, standard packaging and delivery.",1
"The vacuum cleaner is awful, not worth the price at all.",0
"The price of this jacket is reasonable, for what it offers.",1
"The router is neither impressive nor bad, nothing special about it.",1
"The quality of the shoes is poor, nothing works properly.",0
"The shoes is amazing, I would definitely recommend it.",2
"The headphones exceeded my expectations, absolutely fantastic experience.",2
"The bicycle is similar to other options, it's just average.",1
"The phone is useless, completely unusable.",0
"This jacket arrived damaged, and a complete waste of money.",0
"The package works like a charm, and I'm very satisfied.",2
"This software is a decent choice, no complaints or praise really.",1
"The vacuum cleaner arrived as ordered, it's just average.",1
"I had a horrible experience with this charger, and a complete waste of money.",0
"This course is a decent choice, nothing more nothing less.",1
"The delivery performs adequately, no complaints or praise really.",1
"The quality of the monitor is poor, very upsetting experience.",0
"The keyboard was a complete letdown, support ignored me completely.",0
"I had a horrible experience with this mattress, and a complete waste of money.",0
"This umbrella is an average option, standard packaging and delivery.",1
"The hotel arrived quickly and works flawlessly, absolutely fantastic experience.",2
"This app is fine, average performance overall.",1
"I regret ever buying the delivery, very upsetting experience.",0
"This umbrella arrived quickly and works flawlessly, couldn't be happier with the result.",2
"This book didn't work at all, support ignored me completely.",0
"This jacket was late and broken, worst purchase I've made.",0
"This app is okay, meets basic requirements.",1
"The keyboard is awful, not worth the price at all.",0
"This course arrived quickly and works flawlessly, I would definitely recommend it.",2
"This game is fine, no complaints or praise really.",1
"The hotel is an average option, it's just average.",1
"The bicycle is neither impressive nor bad, it's just average.",1
"The speaker was a complete letdown, very unsatisfied overall.",0
"I regret ever buying the bicycle, total failure, do not buy.",0
"The speaker has excellent quality, it's outstanding overall.",2
"The speaker was a complete letdown, total failure, do not buy.",0
"The camera stopped working after one day, worst purchase I've made.",0
"I'm frustrated with the vacuum cleaner, very unsatisfied overall.",0
"This tool arrived quickly and works flawlessly, it's outstanding overall.",2
"The delivery was really great, couldn't be happier with the result.",2
"The bicycle is a decent choice, nothing more nothing less.",1
"The price of the camera is reasonable, standard packaging and delivery.",1
"The shoes is a decent choice, nothing special about it.",1
"I regret ever buying the restaurant, very upsetting experience.",0
"This mattress is neither impressive nor bad, meets basic requirements.",1
"The printer does the job, standard packaging and delivery.",1
"This umbrella is amazing, it works perfectly every time.",2
"This chair didn't work at all, very upsetting experience.",0
"This charger was terrible, I regret this purchase.",0
"I'm so happy with the headphones, I'm extremely pleased with it.",2
"This mattress is similar to other options, it's fine for everyday use.",1
"The keyboard works like a charm, it's outstanding overall.",2
"The bicycle is amazing, totally worth every penny.",2
"The hotel is fantastic, I'm extremely pleased with it.",2
"This charger arrived damaged, I regret this purchase.",0
"This backpack was really great, totally worth every penny.",2
"I'm so happy with the speaker, best purchase I've made this year.",2
"The quality of the phone is superb, and I'm very satisfied.",2
"The camera is fine, for what it offers.",1
"The delivery exceeded my expectations, it's outstanding overall.",2
"This jacket has excellent quality, exactly what I needed.",2
"I'm so happy with the watch, and I'm very satisfied.",2
"This online store is an average option, average performance overall.",1
"This course is exactly what I hoped for, exactly what I needed.",2
"This backpack arrived quickly and works flawlessly, I'm extremely pleased with it.",2
"This blender didn't work at all, total failure, do not buy.",0
"The watch exceeded my expectations, couldn't be happier with the result.",2
"This tool works as expected, it's just average.",1
"This course is exactly what I hoped for, it's outstanding overall.",2
"This online store works as expected, for what it offers.",1
"This software is awful, completely unusable.",0
"The speaker is neither impressive nor bad, it's just average.",1
"This charger is a decent choice, standard packaging and delivery.",1
"This book was a complete letdown, total failure, do not buy.",0
"This course platform is low quality, very unsatisfied overall.",0
"The quality of this tool is superb, absolutely fantastic experience.",2
"The vacuum cleaner matched the description, it's fine for everyday use.",1
"This laptop is okay, nothing more nothing less.",1
"I had a horrible experience with the monitor, very unsatisfied overall.",0
"This tool arrived quickly and works flawlessly, totally worth every penny.",2
"I had a horrible experience with this online store, very unsatisfied overall.",0
"The service made everything so much easier, I'm extremely pleased with it.",2
"The headphones is similar to other options, no complaints or praise really.",1
"This blender is fine, standard packaging and delivery.",1
"This movie failed to meet even basic expectations, I regret this purchase.",0
"The package is exactly what I hoped for, couldn't be happier with the result.",2
"The keyboard arrived damaged, nothing works properly.",0
"This backpack performs better than I imagined, I'm extremely pleased with it.",2
"This online store was really great, it works perfectly every time.",2
"The speaker is a decent choice, standard packaging and delivery.",1
"The restaurant is fantastic, absolutely fantastic experience.",2
"I have mixed feelings about the headphones, meets basic requirements.",1
"The speaker arrived quickly and works flawlessly, best purchase I've made this year.",2
"I'm very disappointed with this umbrella, very upsetting experience.",0
"This charger arrived damaged, and a complete waste of money.",0
"This app does the job, for what it offers.",1
"This chair is exactly what I hoped for, absolutely fantastic experience.",2
"This umbrella was a complete letdown, not worth the price at all.",0
"This mattress is useless, and a complete waste of money.",0
"This online store is low quality, not worth the price at all.",0
"The quality of the router is superb, exactly what I needed.",2
"The price of this charger is reasonable, meets basic requirements.",1
"This backpack was a complete letdown, worst purchase I've made.",0
"I regret ever buying the keyboard, very upsetting experience.",0
"This course platform is fantastic, couldn't be happier with the result.",2
"I had a horrible experience with this subscription, completely unusable.",0
"This laptop stopped working after one day, total failure, do not buy.",0
"This backpack made everything so much easier, best purchase I've made this year.",2
"This chair is fantastic, it works perfectly every time.",2
"The phone arrived as ordered, nothing more nothing less.",1
"The monitor arrived damaged, worst purchase I've made.",0
"The restaurant was late and broken, nothing works properly.",0
"The camera performs adequately, it's fine for everyday use.",1
"The quality of this product is poor, nothing works properly.",0
"The router arrived quickly and works flawlessly, it's outstanding overall.",2
"The quality of the car is superb, best purchase I've made this year.",2
"The quality of this game is poor, very unsatisfied overall.",0
"I'm impressed by the watch, and I'm very satisfied.",2
"This laptop is fantastic, I would definitely recommend it.",2
"The phone arrived as ordered, no surprises here.",1
"I love the phone, it's outstanding overall.",2
"This umbrella has excellent quality, it works perfectly every time.",2
"I regret ever buying the speaker, nothing works properly.",0
"This software has excellent quality, and I'm very satisfied.",2
"This jacket made everything so much easier, it's outstanding overall.",2
"The gym membership is awful, support ignored me completely.",0
"I regret ever buying this jacket, very upsetting experience.",0
"This online store works like a charm, I would definitely recommend it.",2
"I can't stop recommending the gym membership, it works perfectly every time.",2
"This laptop stopped working after one day, nothing works properly.",0
"The hotel works fine for basic needs, nothing special about it.",1
"The watch arrived as ordered, for what it offers.",1
"This subscription exceeded my expectations, it's outstanding overall.",2
"The car exceeded my expectations, totally worth every penny.",2
"This movie arrived quickly and works flawlessly, couldn't be happier with the result.",2
"The headphones works like a charm, it's outstanding overall.",2
"The hotel made everything so much easier, it works perfectly every time.",2
"The gym membership is useless, I regret this purchase.",0
"The headphones works fine for basic needs, meets basic requirements.",1
"This tool is fine, for what it offers.",1
"The quality of the speaker is superb, it's outstanding overall.",2
"The headphones was late and broken, nothing works properly.",0
"This charger was a complete letdown, and a complete waste of money.",0
"This chair didn't work at all, total failure, do not buy.",0
"I'm very disappointed with this jacket, I regret this purchase.",0
"The speaker performs adequately, no complaints or praise really.",1
"This tool arrived damaged, not worth the price at all.",0
"The shoes matched the description, for what it offers.",1
"I had a horrible experience with the printer, very unsatisfied overall.",0
"The price of this software is reasonable, for what it offers.",1
"I love the shoes, and I'm very satisfied.",2
"The restaurant works fine for basic needs, meets basic requirements.",1
"The vacuum cleaner stopped working after one day, I regret this purchase.",0
"The phone is awful, total failure, do not buy.",0
"The router is fantastic, and I'm very satisfied.",2
"The phone matched the description, average performance overall.",1
"The watch is a decent choice, nothing more nothing less.",1
"I love the phone, I would definitely recommend it.",2
"The camera made everything so much easier, I'm extremely pleased with it.",2
"The price of this game is reasonable, no surprises here.",1
"The service failed to meet even basic expectations, completely unusable.",0
"This laptop didn't work at all, very unsatisfied overall.",0
"This umbrella works fine for basic needs, standard packaging and delivery.",1
"I'm frustrated with the printer, and a complete waste of money.",0
"I have mixed feelings about this chair, for what it offers.",1
"This chair exceeded my expectations, absolutely fantastic experience.",2
"This product works like a charm, I would definitely recommend it.",2
"The headphones is similar to other options, standard packaging and delivery.",1
"The monitor exceeded my expectations, I'm extremely pleased with it.",2
"The hotel performs better than I imagined, I'm extremely pleased with it.",2
"The phone was terrible, worst purchase I've made.",0
"I'm very disappointed with this movie, not worth the price at all.",0
"This charger is an average option, for what it offers.",1
"I love the gym membership, totally worth every penny.",2
"The watch performs better than I imagined, absolutely fantastic experience.",2
"The watch exceeded my expectations, I'm extremely pleased with it.",2
"The keyboard exceeded my expectations, it's outstanding overall.",2
"The service arrived quickly and works flawlessly, totally worth every penny.",2
"This product matched the description, nothing more nothing less.",1
"The phone performs adequately, nothing more nothing less.",1
"This movie arrived quickly and works flawlessly, it's outstanding overall.",2
"This laptop is okay, no surprises here.",1
"This mattress was terrible, nothing works properly.",0
"This mattress is amazing, and I'm very satisfied.",2
"This product works as expected, no complaints or praise really.",1
"This movie was late and broken, completely unusable.",0
"The quality of the keyboard is superb, absolutely fantastic experience.",2
"This book failed to meet even basic expectations, completely unusable.",0
"The camera is low quality, very unsatisfied overall.",0
"I love this umbrella, I'm extremely pleased with it.",2
"The quality of the package is superb, I would definitely recommend it.",2
"This umbrella made everything so much easier, exactly what I needed.",2
"The package is exactly what I hoped for, I would definitely recommend it.",2
"This laptop was really great, couldn't be happier with the result.",2
"The headphones matched the description, no complaints or praise really.",1
"The quality of the car is poor, nothing works properly.",0
"This book works as expected, no surprises here.",1
"The car stopped working after one day, nothing works properly.",0
"This movie is awful, and a complete waste of money.",0
"The headphones is fantastic, totally worth every penny.",2
"The customer support works as expected, average performance overall.",1
"I'm very disappointed with the car, very unsatisfied overall.",0
"The watch is neither impressive nor bad, no complaints or praise really.",1
"I had a horrible experience with this mattress, total failure, do not buy.",0
"I love this laptop, exactly what I needed.",2
"The price of this movie is reasonable, it's just average.",1
"The router performs adequately, standard packaging and delivery.",1
"This movie is amazing, couldn't be happier with the result.",2
"The camera is a decent choice, no surprises here.",1
"This blender works as expected, nothing more nothing less.",1
"The shoes is an average option, nothing special about it.",1
"This blender failed to meet even basic expectations, I regret this purchase.",0
"This charger was really great, I would definitely recommend it.",2
"I'm so happy with this tablet, it's outstanding overall.",2
"This mattress exceeded my expectations, totally worth every penny.",2
"I'm very disappointed with the router, not worth the price at all.",0
"I'm impressed by the keyboard, I would definitely recommend it.",2
"The quality of the restaurant is poor, worst purchase I've made.",0
"I received this movie on time, meets basic requirements.",1
"The hotel is fantastic, it works perfectly every time.",2
"The shoes is fine, nothing more nothing less.",1
"The camera is fine, meets basic requirements.",1
"This chair has excellent quality, it's outstanding overall.",2
"I'm so happy with this backpack, and I'm very satisfied.",2
"I regret ever buying the camera, and a complete waste of money.",0
"The headphones arrived damaged, total failure, do not buy.",0
"This tool is a decent choice, average performance overall.",1
"This course platform works fine for basic needs, for what it offers.",1
"This book performs adequately, average performance overall.",1
"This software has excellent quality, I would definitely recommend it.",2
"This jacket is a decent choice, standard packaging and delivery.",1
"The service performs adequately, no complaints or praise really.",1
"The package is amazing, couldn't be happier with the result.",2
"This blender is amazing, it's outstanding overall.",2
"This backpack exceeded my expectations, I would definitely recommend it.",2
"I'm very disappointed with this online store, worst purchase I've made.",0
"I have mixed feelings about this course platform, average performance overall.",1
"This course platform has excellent quality, and I'm very satisfied.",2
"This umbrella performs adequately, nothing more nothing less.",1
"The car is a decent choice, for what it offers.",1
"The price of the vacuum cleaner is reasonable, nothing more nothing less.",1
"The price of the keyboard is reasonable, meets basic requirements.",1
"This blender is awful, very upsetting experience.",0
"This tool performs adequately, it's fine for everyday use.",1
"I had a horrible experience with this laptop, very unsatisfied overall.",0
"I have mixed feelings about this umbrella, no surprises here.",1
"This movie works fine for basic needs, it's fine for everyday use.",1
"The headphones performs better than I imagined, I would definitely recommend it.",2
"The monitor is okay, it's fine for everyday use.",1
"I can't stop recommending the camera, it works perfectly every time.",2
"I had a horrible experience with this book, very upsetting experience.",0
"This mattress does the job, nothing special about it.",1
"The bicycle is similar to other options, no complaints or praise really.",1
"The service is a decent choice, standard packaging and delivery.",1
"The service performs better than I imagined, couldn't be happier with the result.",2
"This course made everything so much easier, absolutely fantastic experience.",2
"This umbrella exceeded my expectations, best purchase I've made this year.",2
"The keyboard works fine for basic needs, meets basic requirements.",1
"I'm frustrated with this charger, I regret this purchase.",0
"The price of this software is reasonable, average performance overall.",1
"The headphones works fine for basic needs, average performance overall.",1
"I regret ever buying the gym membership, and a complete waste of money.",0
"The monitor performs better than I imagined, best purchase I've made this year.",2
"This subscription is okay, for what it offers.",1
"The router didn't work at all, worst purchase I've made.",0
